600	100.95527696884
595	100.975958591495
590	100.973839465074
585	100.943579706341
580	100.855089139196
575	100.896172604368
570	100.951586513905
565	100.944716596953
560	100.929020530332
555	100.886669012815
550	100.890062709361
545	100.881619435601
540	100.862261586898
535	100.840941857904
530	100.837612956212
525	100.832733180686
520	100.816392287862
515	100.779584186746
510	100.756506306046
505	100.799460922057
500	100.770184849942
495	100.75976798564
490	100.776443349017
485	100.754098564364
480	100.676679332879
475	100.695736381938
470	100.696136569136
465	100.583946309043
460	100.574064039323
455	100.596219397606
450	100.570902460803
445	100.577179077153
440	100.56773711374
435	100.532713181224
430	100.504963475679
425	100.440328206631
420	100.502718287998
415	100.472072297391
410	100.484148002431
405	100.468882583273
400	100.448764366755
395	100.446601729836
390	100.476293098367
385	100.485594911059
380	100.4780864814
375	100.413595581691
370	100.352955143231
365	100.315087651729
360	100.314787927196
355	100.315744025652
350	100.298947972716
345	100.181431237279
340	100.189064490746
335	100.159595439098
330	100.162194281732
325	100.227121289124
320	100.251088020521
315	100.170861998616
310	100.13925928741
305	100.132416789308
300	100.109333245414
295	100.071528102798
290	100.11666895419
285	100.121006054546
280	100.119482779299
275	100.00692866459
270	99.91381055266
265	99.9491110340531
260	99.9462196267979
255	99.9524853138539
250	99.9233110809502
245	100.018068584842
240	99.9897300722198
