600	100.623730853696
595	100.593866001016
590	100.576567092233
585	100.548752328417
580	100.4824307718
575	100.479406915561
570	100.502842614854
565	100.444966329853
560	100.424136014049
555	100.347413336107
550	100.292513066975
545	100.21254182152
540	100.182885773575
535	100.164818907983
530	100.071577138354
525	100.046958756318
520	99.9353761661983
515	99.8732578975863
510	99.811956925028
505	99.7856301276134
500	99.7001225374511
495	99.6009684046292
490	99.5093275875035
485	99.4634329394381
480	99.3480081145842
475	99.3134202888983
470	99.2557962325846
465	99.0806952893896
460	99.0273317899246
455	98.9941824946427
450	98.9227094457351
445	98.8414700474668
440	98.771557690743
435	98.6805325771698
430	98.5678925625677
425	98.4001761485316
420	98.3000766964515
415	98.1621101722544
410	97.9633279548267
405	97.7930158122692
400	97.4892635190654
395	97.1304118246458
390	96.6113474876722
385	96.0295976871914
380	95.3132947046805
375	94.5033422291142
370	93.5929461805681
365	92.7031616503194
360	91.9111941221428
355	91.242586157991
350	90.6421881656209
345	90.0758276542197
340	89.6403180384317
335	89.2956036311795
330	88.913525336971
325	88.538892570368
320	88.0451082491519
315	87.3706659348542
310	86.4579675459674
305	85.2678630694481
300	83.9322406528063
295	82.1259818953115
290	79.4956916661428
285	76.1329974241591
280	72.9585586718353
275	70.6900346997792
270	69.4156910341215
265	69.6433685967544
260	71.141579198443
255	72.8409230626672
250	73.8963450028868
245	73.3114045431109
240	70.3265131405638
